checking_account,duration,credit_history,purpose,amount,savings_account,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,gender,profit
3,13,0,8,1797,4,2,0,2,2,1,28,0,2,1,3,0,0,0,male,464
3,20,0,2,4272,4,3,3,2,3,1,24,1,2,1,1,0,0,0,female,778
3,24,0,1,2957,4,3,2,2,3,1,63,1,2,1,1,0,1,0,male,429
3,36,0,2,2348,4,0,0,2,0,1,46,1,2,1,1,0,1,0,female,316
2,42,2,8,6289,4,2,1,2,2,1,33,1,2,1,1,0,0,0,nonbinary/notreported,577
3,24,0,1,6419,4,3,1,2,3,2,44,1,1,1,0,1,1,0,female,1372
3,48,0,1,6143,4,3,2,2,3,2,58,2,1,1,3,0,0,0,female,-3646
1,24,0,7,1597,4,3,2,2,3,2,54,1,1,1,1,1,0,0,male,211
3,36,4,0,15857,4,4,1,0,1,0,43,1,2,0,0,0,0,0,male,1798
1,24,0,4,2223,0,3,2,2,3,1,52,0,2,1,1,0,0,0,male,837
1,48,3,4,7238,1,3,0,2,1,0,32,0,2,1,1,1,0,0,male,840
0,30,3,8,2503,0,3,2,2,0,1,41,2,2,1,1,0,0,0,nonbinary/notreported,431
0,18,4,8,2622,0,0,2,2,3,0,34,1,2,0,1,0,0,0,male,702
0,24,4,2,4351,1,0,3,2,3,1,48,1,2,0,3,0,1,0,female,216
0,6,4,4,368,1,3,2,2,3,1,38,1,2,0,1,0,0,0,male,79
0,12,4,9,754,1,3,2,2,3,1,38,1,2,1,1,0,0,0,male,197
1,24,0,4,2424,1,3,2,2,3,1,53,1,2,1,1,0,0,0,male,595
0,48,3,8,6681,1,0,2,2,3,2,38,1,1,0,1,1,1,0,male,1610
0,18,3,8,2427,1,3,2,2,0,1,42,1,2,1,1,0,0,0,nonbinary/notreported,94
0,24,0,4,1216,0,2,2,2,3,2,38,0,2,1,1,1,0,0,male,56
0,6,4,4,753,4,0,1,1,1,3,64,1,2,0,1,0,0,0,female,24
0,7,4,4,2576,4,0,1,1,0,3,35,1,2,0,1,0,0,1,male,867
0,6,4,4,590,4,2,0,2,1,3,26,1,2,0,3,0,0,1,female,110
0,8,4,4,1414,4,0,2,1,0,3,33,1,2,0,1,0,0,1,male,319
0,12,4,4,1103,4,1,2,1,1,3,29,1,2,1,1,0,0,0,male,161
0,12,3,4,585,4,0,2,0,3,3,20,1,0,1,1,0,0,0,female,38
0,6,4,4,1068,4,3,2,2,3,0,28,1,2,0,1,1,0,0,male,131
3,8,0,5,713,4,3,2,2,3,3,47,1,2,1,3,0,0,0,male,325
0,12,4,4,1092,4,0,2,1,3,3,49,1,2,1,1,0,1,0,female,84
0,7,4,4,2329,4,2,3,1,2,3,45,1,2,0,1,0,0,0,female,301
0,13,0,4,882,4,2,2,1,3,3,23,1,2,1,1,0,0,0,male,250
0,18,4,4,866,4,0,2,1,0,3,25,1,2,0,3,0,0,0,female,177
0,7,4,4,2415,4,0,0,1,0,3,34,1,2,0,1,0,0,0,male,872
0,13,4,4,2101,4,2,1,1,3,1,23,1,2,0,3,0,0,0,female,273
0,18,4,4,1301,4,3,2,1,0,3,32,1,2,0,3,0,0,0,female,96
0,18,4,4,1113,4,0,2,1,3,3,26,1,2,0,3,1,0,0,female,217
0,8,4,4,760,4,1,2,1,0,3,44,1,2,0,3,0,0,0,female,62
0,12,4,4,625,4,2,2,1,2,3,26,0,2,0,3,0,0,0,female,228
2,6,0,5,1323,0,3,1,2,3,0,28,1,2,1,1,1,1,0,male,155
3,9,0,4,1138,4,0,2,2,3,3,25,1,2,1,3,0,0,0,nonbinary/notreported,301
0,18,0,4,1795,4,3,0,1,3,3,48,0,0,1,3,0,1,0,female,7
0,15,0,4,2728,1,1,2,1,0,3,35,0,2,2,1,0,1,0,male,685
0,6,4,4,484,4,1,0,1,1,3,28,0,2,0,3,0,0,0,female,155
0,10,1,4,1048,4,0,2,2,3,3,23,2,2,0,3,0,0,0,male,310
0,12,4,4,1155,4,3,0,1,1,3,40,0,2,1,3,0,0,0,female,234
0,20,3,1,7057,1,1,0,2,3,1,36,0,0,1,0,1,1,0,male,524
0,15,0,4,1537,1,3,2,1,3,3,50,1,2,1,1,0,1,0,male,352
3,12,4,4,2214,4,0,2,2,1,1,24,1,2,0,3,0,0,0,male,745
1,24,0,2,1585,4,1,2,2,1,1,40,1,2,1,1,0,0,0,male,575
0,10,4,2,1521,4,0,2,2,0,0,31,1,2,0,3,0,0,0,male,374
0,36,1,6,3990,1,2,0,2,0,2,29,0,2,0,2,0,0,0,female,342
2,18,4,2,3049,4,2,3,2,2,1,45,2,2,0,3,0,0,0,female,382
3,24,4,4,1282,0,0,2,2,0,0,32,1,2,0,3,0,0,0,female,-225
1,60,4,4,10144,0,1,1,2,3,3,21,1,2,0,1,0,1,0,nonbinary/notreported,3613
3,12,4,5,1168,4,0,2,2,1,3,27,1,2,0,3,0,0,0,female,149
0,6,4,3,454,4,2,0,2,2,1,22,1,2,0,3,0,0,0,female,82
1,15,3,1,3594,4,2,3,2,0,1,46,1,2,1,3,0,0,0,female,429
1,12,4,2,1768,4,0,0,2,0,3,24,1,0,0,3,0,0,0,male,59
1,60,3,4,15653,4,1,1,2,3,0,21,1,2,1,1,0,1,0,male,4393
2,12,3,5,2247,4,0,1,2,0,0,36,2,2,1,1,0,1,0,female,227
1,24,4,4,1413,4,0,2,2,0,1,28,1,2,0,1,0,0,0,female,185
0,45,0,1,4576,0,4,0,2,3,0,27,1,2,0,1,0,0,0,male,325
3,24,0,4,1231,3,3,2,2,3,1,57,1,0,1,0,0,1,0,female,237
3,36,4,1,8335,1,3,0,2,3,2,47,1,1,0,1,0,0,0,male,30
0,36,0,1,5800,4,0,0,2,3,0,34,1,2,1,1,0,1,0,male,2042
3,18,3,7,8471,1,0,3,2,0,0,23,1,0,1,1,0,1,0,female,118
3,30,4,2,3622,3,3,2,2,3,1,57,1,0,1,1,0,1,0,female,245
3,6,0,4,1169,1,3,2,2,3,3,67,1,2,1,1,0,1,0,male,181
1,15,4,6,1262,2,1,2,2,1,1,36,1,2,1,1,0,1,0,male,304
2,24,0,2,3617,1,3,2,0,3,2,20,1,0,1,1,0,0,0,male,728
0,30,0,5,2181,1,3,2,2,3,3,36,1,2,1,1,0,0,0,male,606
3,48,1,8,7685,4,1,1,1,3,0,37,1,0,0,1,0,0,0,female,-4881
1,48,0,7,6110,4,0,3,2,1,2,31,0,1,0,1,0,1,0,nonbinary/notreported,1204
1,24,4,5,3757,4,3,2,0,3,2,62,1,1,0,1,0,1,0,female,909
3,42,0,3,3394,4,4,2,0,3,0,65,1,2,1,2,0,0,0,male,493
1,36,0,8,6304,1,3,2,2,3,3,36,1,2,1,1,0,0,0,male,370
1,9,0,7,1244,1,3,2,2,3,1,41,1,0,1,3,0,0,0,nonbinary/notreported,185
1,6,4,5,3518,4,0,1,1,1,1,26,1,0,0,1,0,0,0,male,320
1,36,2,3,2613,4,0,2,2,0,0,27,1,2,1,1,0,0,0,male,500
3,48,4,7,7476,4,1,2,2,2,2,50,1,1,0,0,0,1,0,male,913
1,24,4,8,4591,3,0,1,2,1,1,54,1,2,2,0,0,1,0,male,-184
0,18,4,2,1924,1,2,2,2,1,3,27,1,0,0,1,0,0,0,female,-193
0,72,4,4,5595,0,0,1,2,0,0,24,1,2,0,1,0,0,0,female,-767
0,48,3,7,6224,4,3,2,2,3,2,50,1,1,0,1,0,0,0,male,-570
2,15,4,7,1905,4,3,2,2,3,0,40,1,0,0,0,0,1,0,male,511
1,21,3,1,2993,4,0,0,2,0,3,28,2,2,1,3,0,0,0,male,553
1,36,3,1,8947,1,1,0,2,0,0,31,2,2,0,0,1,1,0,nonbinary/notreported,2486
3,24,4,2,4020,4,0,1,2,0,0,27,2,2,0,1,0,0,0,male,1008
0,18,4,1,2779,4,0,3,2,1,0,21,1,0,0,1,0,1,0,nonbinary/notreported,739
1,21,4,5,2782,2,1,3,2,0,0,31,0,2,0,0,0,0,0,female,131
1,12,4,5,1884,4,3,2,2,3,0,39,1,2,0,0,0,1,0,male,221
1,36,0,1,11054,1,0,2,2,0,0,30,1,2,0,0,0,1,0,male,283
0,60,3,4,9157,1,0,1,2,0,2,27,1,1,0,0,0,0,0,male,1768
0,42,1,1,9283,4,4,3,2,0,2,55,0,1,0,0,0,1,0,male,414
1,60,4,5,6527,1,0,2,2,3,2,34,1,1,0,1,1,1,0,male,1260
1,15,0,1,3368,3,3,0,2,3,2,23,1,0,1,1,0,1,0,male,159
3,15,4,5,2511,4,4,3,2,3,0,23,1,0,0,1,0,0,0,female,835
3,36,4,1,5493,4,3,1,2,3,2,42,1,1,0,1,1,0,0,male,843
1,6,4,6,1338,2,0,3,2,3,3,62,1,2,0,1,0,0,0,male,115
0,9,4,4,1082,4,3,2,2,3,0,37,1,2,1,3,0,0,0,male,114
1,18,0,4,1149,3,0,2,2,1,3,46,1,2,1,1,0,0,0,male,316
0,15,4,3,1308,4,3,2,2,3,0,38,1,2,1,3,0,0,0,male,237
0,20,2,1,6148,0,3,0,2,3,0,31,0,2,1,1,0,1,0,female,1101
1,12,4,2,1736,4,1,0,2,3,3,31,1,2,0,3,0,0,0,female,261
1,12,4,4,3059,3,1,1,2,3,3,61,1,2,0,3,0,0,0,nonbinary/notreported,279
3,24,4,2,2996,1,0,1,2,3,0,20,1,2,0,1,0,0,0,female,-2054
1,30,0,1,7596,1,3,3,2,3,0,63,1,2,1,1,0,0,0,male,1886
1,30,4,1,4811,1,1,1,2,3,1,24,2,0,0,3,0,0,0,female,415
1,6,4,2,1766,4,0,3,2,0,1,21,1,0,0,1,0,0,0,female,8
0,24,4,1,2760,1,3,2,2,3,2,36,0,1,0,1,0,1,0,male,955
1,24,0,3,5507,4,3,0,2,3,2,44,1,1,1,1,0,0,0,male,1336
0,9,4,7,1199,4,1,2,2,3,1,67,1,2,1,0,0,1,0,female,98
2,24,4,2,2892,4,3,0,2,3,2,51,1,1,0,1,0,0,0,male,413
0,36,3,5,2862,0,3,2,2,1,2,30,1,1,0,1,0,0,0,male,842
3,9,4,5,654,4,0,2,2,1,0,28,1,2,0,3,0,0,0,male,-174
0,9,0,7,1136,3,3,2,2,1,2,32,1,1,1,1,1,0,0,male,-560
0,24,4,1,4113,2,2,0,2,3,0,28,1,0,0,1,0,0,0,female,-2996
0,6,4,5,14555,1,4,3,2,0,1,23,1,2,0,2,0,1,0,male,-4986
3,15,2,5,950,4,3,2,2,1,0,33,1,0,1,1,1,0,0,male,-71
3,24,0,5,1199,4,3,2,2,3,0,60,1,2,1,3,0,0,0,male,-305
3,12,2,5,1082,4,0,2,2,3,0,48,0,2,1,1,0,0,0,male,-383
0,30,4,5,2150,4,0,2,1,0,2,24,0,2,0,1,0,0,0,female,-630
0,36,0,5,2820,4,2,2,2,3,0,27,1,2,1,1,0,0,0,male,-1462
0,48,4,4,3060,4,1,2,2,3,3,28,1,2,1,1,0,0,0,male,8
3,18,4,4,2600,4,0,2,2,3,2,65,1,1,1,1,0,0,0,male,-1373
1,21,2,5,5003,1,0,3,2,3,1,29,0,2,1,1,0,1,0,female,-3379
0,60,4,7,6288,4,0,2,2,3,2,42,1,1,0,1,0,0,0,male,-1572
1,24,3,5,2538,4,3,2,2,3,0,47,1,2,1,3,1,0,0,male,-6
1,9,4,4,1478,4,1,2,2,0,0,22,1,2,0,1,0,0,0,male,-536
0,39,0,4,4933,4,1,1,1,0,3,25,1,2,1,1,0,0,0,male,-610
1,18,0,5,1530,4,0,0,2,0,1,32,0,2,1,1,0,0,0,male,-676
0,9,1,5,1437,0,1,1,2,1,2,29,1,2,0,1,0,0,0,male,-193
3,15,4,6,1275,1,0,2,2,0,0,24,1,0,0,1,0,0,0,female,-160
3,24,4,4,1823,4,4,2,2,0,0,30,2,2,0,0,1,0,0,male,-424
3,9,4,5,1422,4,2,0,2,0,2,27,1,1,0,0,0,1,0,male,-360
3,18,4,6,1217,4,0,2,2,1,3,47,1,2,0,3,0,1,0,female,-206
3,36,4,5,9271,4,1,1,2,2,0,24,1,2,0,1,0,1,0,male,-3763
3,36,3,8,2145,4,1,1,2,2,0,24,1,2,1,1,0,1,0,male,-400
3,36,4,5,1842,4,2,2,2,3,0,34,1,2,0,1,0,1,0,female,-187
0,18,3,2,4297,4,3,2,2,1,2,40,1,2,0,0,0,1,0,male,-989
3,6,0,2,3384,4,0,3,2,3,3,44,1,0,0,0,0,1,0,male,-724
0,18,0,4,1245,4,0,2,2,0,0,33,1,2,0,1,0,0,0,female,-199
1,15,4,7,4623,0,0,0,2,0,1,40,1,2,0,0,0,1,0,male,-1191
0,30,0,2,8386,4,1,1,2,0,1,49,1,2,0,1,0,0,0,nonbinary/notreported,-593
3,24,3,4,1024,4,2,2,2,3,3,48,2,2,0,1,0,0,0,female,-366
0,36,4,5,14318,4,3,2,2,0,2,57,1,1,0,0,0,1,0,male,-7618
0,6,1,7,433,3,2,2,2,0,1,24,0,0,0,1,1,0,0,female,-248
3,12,1,4,2149,4,0,2,2,2,2,29,1,1,0,1,0,0,0,male,-1688
1,24,4,4,2397,2,3,0,2,0,0,35,0,2,1,1,0,1,0,male,-1080
0,6,1,5,931,0,2,3,2,2,1,32,2,2,0,3,0,0,0,female,-351
0,15,3,3,1512,3,0,0,2,1,1,61,2,2,1,1,0,0,0,female,-865
0,24,2,8,4241,4,0,3,2,3,3,36,1,2,2,3,0,1,0,male,-2542
0,24,0,2,4736,4,2,1,2,3,0,25,0,2,0,3,0,0,0,female,-2032
0,15,2,5,1778,4,2,1,2,2,3,26,1,0,1,2,0,0,0,female,-1067
2,15,4,4,2327,4,2,1,2,1,3,25,1,2,0,3,0,0,0,female,-1350
3,24,1,2,6872,4,2,1,2,2,1,55,0,2,0,1,0,1,0,male,-2251
3,12,4,7,795,4,2,2,2,3,1,53,1,2,0,1,0,0,0,female,-25
2,30,3,8,1908,4,3,2,2,3,3,66,1,2,0,0,0,1,0,male,-711
0,36,2,8,1953,4,3,2,2,3,2,61,1,1,0,0,0,1,0,male,-422
2,18,4,2,2864,4,0,1,2,2,3,34,1,2,0,3,1,0,0,male,-1157
2,21,0,7,2319,4,2,1,2,2,0,33,1,0,0,1,0,0,0,male,-1016
3,24,4,5,915,1,3,2,2,0,0,29,0,2,0,1,0,0,0,nonbinary/notreported,-39
2,24,4,5,947,4,1,2,2,1,2,38,0,1,0,1,1,0,0,male,-18
3,24,4,5,1381,1,0,2,2,0,1,35,1,2,0,1,0,0,0,nonbinary/notreported,-636
3,24,4,5,1285,1,1,2,2,3,2,32,1,0,0,1,0,0,0,female,-449
3,24,4,5,1371,1,0,2,2,3,3,25,1,0,0,1,0,0,0,female,-941
0,18,4,5,1042,1,0,2,2,0,1,33,1,2,0,1,0,0,0,female,-163
3,12,4,5,900,1,0,2,2,0,0,23,1,2,0,1,0,0,0,female,-239
3,24,4,5,1207,4,2,2,2,3,1,24,1,0,0,1,0,0,0,female,-79
0,18,2,5,2278,0,2,0,2,1,0,28,1,2,1,1,0,0,0,female,-836
3,60,3,8,6836,4,3,0,2,3,2,63,1,2,1,1,0,1,0,male,-2889
3,24,4,2,3345,4,3,2,2,0,1,39,1,0,0,0,0,1,0,male,-328
3,6,1,7,1198,4,3,2,2,3,2,35,1,1,0,1,0,0,0,female,-316
0,48,4,8,15672,4,0,1,2,0,0,23,1,2,0,1,0,1,0,male,-4829
3,60,4,8,7297,4,3,2,0,3,2,36,1,0,0,1,0,0,0,male,-1055
1,18,4,3,1943,4,2,2,2,3,3,23,1,2,0,1,0,0,0,female,-119
3,18,4,4,3190,4,0,1,2,0,3,24,1,2,0,1,0,0,0,female,-2160
0,9,1,1,5129,4,3,1,2,3,2,74,0,1,0,0,1,1,0,female,-316
1,18,3,2,1808,4,1,2,2,2,3,22,1,2,0,1,0,0,0,female,-799
2,10,4,5,1240,0,3,3,2,3,2,48,1,1,0,3,1,0,0,female,-466
3,12,4,5,759,4,1,2,2,0,3,26,1,2,0,1,0,0,0,male,-58
0,8,4,2,1237,4,0,0,2,3,3,24,1,2,0,1,0,0,0,female,-206
1,9,4,2,1980,4,2,1,0,0,0,19,1,0,1,1,0,0,0,female,-616
0,48,4,4,10961,3,1,3,0,0,2,27,0,2,1,1,0,1,0,male,-4018
3,36,3,7,6887,4,0,2,2,1,1,29,2,2,0,1,0,1,0,male,-2529
3,24,4,4,1938,4,2,2,2,1,1,32,1,2,0,1,0,0,0,male,-622
3,21,4,4,1835,4,0,0,2,0,3,25,1,2,1,1,0,1,0,female,-665
3,24,3,4,1659,4,2,2,2,0,0,29,1,0,0,3,0,1,0,female,-286
0,6,3,5,1209,4,4,2,2,3,1,47,1,2,0,0,0,1,0,male,-568
0,48,2,8,3844,0,1,2,2,3,2,34,1,1,0,3,1,0,0,male,-207
3,12,0,5,4843,4,3,0,0,3,1,43,1,0,1,1,0,1,0,male,-1092
0,12,4,3,639,4,0,2,2,0,0,30,1,2,0,1,0,0,0,male,-21
0,48,4,4,5951,4,0,1,2,0,3,22,1,2,0,1,0,0,0,female,-1352
0,36,2,4,3804,4,0,2,2,2,0,42,1,2,0,1,0,1,0,female,-668
1,36,3,4,4463,4,0,2,2,0,0,26,1,2,1,0,0,1,0,male,-709
1,36,3,8,7980,1,2,2,2,3,0,27,1,0,1,1,0,1,0,male,-1082
2,36,4,4,4210,4,0,2,2,0,0,26,1,2,0,1,0,0,0,male,-161
1,6,4,2,4611,4,2,3,2,3,1,32,1,2,0,1,0,0,0,female,-791
0,24,4,1,11560,4,0,3,2,3,0,23,1,0,1,0,0,0,0,female,-3327
1,18,2,8,4165,4,0,1,2,0,0,36,2,2,1,1,1,0,0,male,-1599
0,24,4,2,4057,4,1,0,2,1,0,43,1,2,0,1,0,1,0,male,-849
1,18,1,5,6458,4,3,1,2,3,2,39,0,2,1,0,1,1,0,male,-3719
1,12,4,5,1386,2,0,1,2,0,1,26,1,2,0,1,0,0,0,female,-675
3,36,4,7,1977,1,3,2,2,3,2,40,1,2,0,0,0,1,0,male,-1143
0,18,0,2,1928,4,2,1,2,0,3,31,1,2,1,3,0,0,0,male,-681
1,12,4,2,1123,2,0,2,2,3,0,29,1,0,0,3,0,0,0,female,-539
0,24,4,0,11328,4,0,1,0,1,0,29,0,2,1,0,0,1,0,male,-4619
0,24,0,0,11938,4,0,1,0,1,0,39,1,2,1,0,1,1,0,male,-3008
0,27,0,4,2520,2,0,2,2,0,1,23,1,2,1,3,0,0,0,male,-332
0,30,3,4,1919,0,2,2,2,1,2,30,2,2,1,0,0,0,0,male,-936
0,60,1,0,14782,0,3,0,2,3,2,60,0,1,1,0,0,1,0,female,-6060
0,36,4,4,2671,0,0,2,0,3,2,50,1,1,0,1,0,0,0,female,-296
0,36,4,7,12612,0,0,3,2,3,2,47,1,1,0,1,1,1,0,male,-8130
0,45,4,4,3031,0,0,2,1,3,1,21,1,0,0,1,0,0,0,male,35
3,12,1,4,626,4,0,2,2,3,3,24,0,2,0,3,0,0,0,female,-48
0,24,0,8,1935,4,3,2,2,3,3,31,1,2,1,1,0,1,0,male,-28
2,24,0,5,1344,1,1,2,2,0,3,37,0,2,1,3,1,0,0,male,54
1,18,4,2,1533,4,2,2,0,2,1,43,1,2,0,3,1,0,0,female,-717
3,48,4,5,3931,4,1,2,2,3,2,46,1,1,0,1,1,0,0,male,-435
3,24,1,2,3349,2,2,2,2,3,2,30,1,1,0,1,1,1,0,male,-1759
3,36,4,4,2302,4,0,2,2,3,0,31,1,0,0,1,0,0,0,male,-408
3,42,4,4,3965,4,2,2,2,1,0,34,1,2,0,1,0,0,0,male,-941
3,12,4,4,727,0,2,2,2,1,2,33,1,2,0,3,0,1,0,female,-3
1,48,4,8,3914,1,0,2,2,0,3,38,0,2,0,1,0,0,0,male,-113
3,48,4,8,4308,4,2,0,2,3,1,24,1,0,0,1,0,0,0,female,-1135
0,12,4,4,1534,4,2,3,2,2,3,23,1,0,0,1,0,0,0,female,-869
1,18,0,5,2775,4,1,1,2,0,1,31,0,2,1,1,0,0,0,male,-95
3,40,0,7,5998,4,0,2,2,1,2,27,0,2,0,1,0,1,0,male,-2064
2,15,0,4,1271,1,0,0,2,3,2,39,1,1,1,1,0,1,0,male,-268
0,12,4,5,1295,4,2,0,2,2,0,25,1,0,0,1,0,0,0,female,-123
0,36,4,1,9398,4,2,3,2,3,0,28,1,0,0,0,0,1,0,female,-2807
0,12,4,2,951,0,2,2,2,3,0,27,0,0,3,1,0,0,0,nonbinary/notreported,-363
0,24,4,5,1355,4,2,0,2,3,0,25,1,2,0,3,0,1,0,female,-416
3,48,4,6,3051,4,0,0,2,3,0,54,1,2,0,1,0,0,0,male,-1081
1,36,0,5,7855,4,0,2,2,0,3,25,2,2,1,1,0,1,0,female,-4878
1,18,4,4,433,4,4,0,0,3,3,22,1,0,0,1,0,0,0,nonbinary/notreported,-162
1,36,3,8,9572,4,2,3,2,2,0,28,1,2,1,1,0,0,0,male,-2782
0,24,1,7,1837,4,1,2,2,3,2,34,0,1,0,3,0,0,0,female,-238
0,30,0,5,4249,4,4,2,2,0,0,28,1,2,1,0,0,0,0,female,-578
0,30,0,5,5234,4,4,2,2,0,0,28,1,2,1,0,0,0,0,female,-1318
3,48,4,4,6758,4,0,0,2,0,0,31,1,2,0,1,0,1,0,female,-2069
3,9,4,4,1366,4,2,0,2,3,1,22,1,0,0,1,0,0,0,female,-23
3,24,1,0,1358,1,3,2,2,1,0,40,2,2,0,0,0,1,0,male,-880
3,18,4,2,2473,4,4,2,2,2,0,25,1,2,0,2,0,0,0,male,-865
2,9,2,4,1337,4,2,2,2,0,0,34,1,2,1,0,0,1,0,male,-300
3,48,4,5,7763,4,3,2,2,3,2,42,0,1,0,0,0,0,0,male,-711
0,15,1,5,1264,0,0,1,2,0,1,25,1,0,0,1,0,0,0,female,-223
0,15,4,5,2631,0,0,1,2,3,0,28,1,0,1,1,0,1,0,female,-1107
0,48,4,5,6560,0,1,0,2,0,1,24,1,2,0,1,0,0,0,male,-2209
3,24,4,5,3123,4,2,2,2,2,1,27,1,2,0,1,0,0,0,female,-150
3,36,0,7,8065,4,0,0,2,0,2,25,1,2,1,0,0,1,0,female,-2148
3,24,4,4,2439,4,2,2,2,3,3,35,1,2,0,1,0,1,0,female,-1274
0,36,4,2,9034,0,2,2,0,2,2,29,1,0,0,0,0,1,0,male,-2793
0,60,4,5,14027,4,1,2,2,0,2,27,1,2,0,0,0,1,0,male,-5281
3,36,0,1,9629,4,1,2,2,3,0,24,1,2,1,1,0,1,0,male,-4541
0,12,4,4,1484,1,0,1,2,2,3,25,1,2,0,1,0,1,0,female,-556
3,18,4,2,1131,4,4,2,2,0,0,33,1,2,0,1,0,0,0,female,-280
0,24,3,2,2064,4,4,0,2,0,1,34,1,2,0,0,0,1,0,female,-1044
0,18,4,1,12976,4,4,0,2,3,2,38,1,1,0,0,0,1,0,female,-3821
1,21,3,8,2580,2,2,2,2,0,3,41,0,2,0,3,1,0,0,male,-605
1,27,4,5,2570,4,0,0,2,1,3,21,1,0,0,1,0,0,0,female,-826
0,27,4,8,3915,4,0,2,2,0,0,36,1,2,0,1,1,1,0,male,-922
1,10,4,5,1309,1,0,2,1,3,1,27,1,2,0,3,0,0,0,male,-463
3,24,4,5,4817,4,1,1,0,1,1,31,1,2,0,1,0,1,0,male,-1990
3,12,4,5,2579,4,2,2,2,2,3,33,1,2,0,3,1,0,0,male,-568
0,36,3,5,2225,4,3,2,2,3,2,57,0,1,1,1,0,1,0,nonbinary/notreported,-825
3,18,4,2,4153,4,0,1,0,1,0,42,1,2,0,1,0,0,0,male,-88
3,18,2,2,3114,4,2,3,2,3,1,26,1,0,0,1,0,0,0,female,-1344
3,18,0,2,2124,4,0,2,2,3,3,24,1,0,1,1,0,0,0,female,-78
3,18,1,2,1553,4,0,2,2,1,0,44,0,2,0,1,0,0,0,male,6
3,30,4,2,2406,4,1,2,2,3,3,23,1,0,0,1,0,0,0,female,-911
3,24,3,5,1333,4,4,2,2,0,3,43,1,1,1,1,1,0,0,male,-313
3,48,2,2,7119,4,0,0,2,3,2,53,1,1,1,1,1,0,0,male,-1094
3,24,3,5,4870,4,0,0,2,3,2,53,1,1,1,1,1,0,0,male,-1904
3,12,0,5,691,4,3,2,2,1,1,35,1,2,1,1,0,0,0,male,-166
3,42,3,4,4370,4,1,0,2,0,1,26,0,2,1,1,1,1,0,male,-541
3,36,1,2,2746,4,3,2,2,3,0,31,0,2,0,1,0,0,0,nonbinary/notreported,-77
3,24,2,2,4110,4,3,0,2,3,2,23,0,0,1,1,1,0,0,male,-1108
3,18,4,2,2462,4,0,1,2,0,0,22,1,2,0,1,0,0,0,male,-649
3,12,4,2,1282,4,0,1,2,3,0,20,1,0,0,1,0,0,0,female,-660
0,12,2,2,2969,4,2,2,2,1,1,25,1,0,1,1,0,0,0,female,-474
3,48,2,1,4605,4,3,0,2,3,2,24,1,1,1,1,1,0,0,male,-461
3,48,0,1,6331,4,3,2,2,3,2,46,1,1,1,1,0,1,0,male,-677
3,24,1,2,3552,4,1,0,2,3,0,27,0,2,0,1,0,0,0,male,-490
3,12,1,5,697,4,2,2,2,0,0,46,0,2,1,1,0,1,0,male,2
3,24,4,5,1442,4,1,2,2,3,0,23,1,0,1,1,0,0,0,nonbinary/notreported,-825
3,27,2,8,5293,4,4,1,2,3,1,50,1,2,1,1,0,1,0,male,-1901
3,21,3,7,3414,4,2,1,2,2,1,26,2,2,1,1,0,0,0,male,-726
3,18,4,2,2039,4,0,3,2,3,3,20,1,0,0,1,0,0,0,female,-1069
3,24,1,8,3161,4,0,2,2,0,1,31,0,0,0,1,0,1,0,male,-1166
3,12,4,9,902,4,1,2,2,3,1,21,1,0,0,1,0,0,0,female,-419
3,48,4,1,10297,4,1,2,2,3,2,39,1,1,2,1,1,1,0,male,-5302
0,48,2,8,14421,4,0,1,2,0,0,25,2,2,0,1,0,1,0,male,-5788
0,18,0,5,1056,4,3,0,1,1,3,30,1,2,1,1,0,0,0,male,-503
3,12,4,5,1274,4,2,0,2,2,3,37,0,2,0,3,0,0,0,female,-373
0,12,4,5,1223,4,3,3,2,2,3,46,1,0,1,1,0,0,0,male,-421
3,12,4,5,1372,4,1,1,2,1,0,36,1,2,0,1,0,0,0,male,-378
3,16,0,5,2625,4,3,1,1,3,1,43,1,0,0,1,0,1,1,male,-1684
3,20,0,5,2235,4,0,2,1,0,1,33,0,0,1,1,0,0,1,female,-1004
0,9,4,2,959,4,0,3,2,0,0,29,0,2,0,1,0,0,0,female,-84
0,18,0,5,884,4,3,2,2,3,0,36,1,2,0,1,1,1,0,male,-155
0,24,4,5,1246,4,2,2,2,0,3,23,0,2,0,3,0,0,0,male,-282
0,36,3,5,8086,0,3,1,2,3,0,42,2,2,3,0,0,1,0,male,-4456
1,48,0,5,10127,2,0,1,2,0,2,44,1,1,0,1,0,0,0,male,-6173
0,12,4,5,888,4,3,2,2,3,0,41,0,2,0,3,1,0,0,male,-171
1,12,4,7,719,4,3,2,2,3,0,41,0,2,0,3,1,0,0,male,-117
0,36,4,5,12389,1,0,3,2,3,2,37,0,1,0,1,0,1,0,male,-3674
3,12,4,4,709,4,3,2,2,3,3,57,1,2,0,3,0,0,0,male,-171
0,15,1,5,6850,0,4,3,2,0,1,34,2,2,0,0,1,1,0,male,-621
1,10,4,2,2210,4,0,1,2,0,3,25,1,0,0,3,0,0,0,male,-215
1,30,1,1,7485,1,4,2,2,2,3,53,0,2,0,0,0,1,0,female,-1552
3,18,1,5,1442,4,1,2,2,3,2,32,0,1,1,3,1,0,0,male,-550
1,12,0,4,797,1,3,2,2,1,1,33,1,2,0,3,1,0,0,female,-302
0,45,0,4,4746,4,2,2,2,0,1,24,0,2,1,3,0,0,0,male,-1506
